8	232863
30	49193
43	24037
56	13623
69	8368
91	4462
112	2699
125	2011
138	1669
160	1051
173	875
186	695
199	598
207	534
242	352
255	334
268	302
290	222
311	168
324	149
337	146
372	113
385	90
398	85
406	80
419	62
441	49
454	46
467	49
510	38
523	39
536	27
549	24
571	19
584	22
597	23
605	16
618	24
640	13
653	17
666	16
679	11
722	20
735	17
748	6
770	13
783	10
796	6
804	13
817	7
852	4
865	6
878	8
921	8
934	4
947	6
982	1
995	6
1001	7
1014	4
1027	3
1062	1
1075	4
1088	5
1109	5
1131	4
1144	3
1157	7
1192	1
1200	2
1213	2
1226	4
1261	5
1274	1
1287	3
1308	2
1330	4
1343	2
1356	1
1369	1
1391	1
1412	2
1460	4
1473	3
1486	2
1499	2
1507	2
1542	2
1555	4
1624	1
1637	1
1685	2
1698	2
1706	1
1741	2
1767	2
1823	2
1897	1
1918	1
1953	1
1966	1
1979	2
2020	3
2033	1
2046	1
2059	1
2081	1
2314	1
2444	1
2500	1
2574	1
2587	1
2725	1
2855	1
3402	1
3930	1
4283	1
4681	1
5418	1
5877	1
2	123110
15	134809
28	54757
50	17257
63	10431
76	6727
89	4635
132	1825
145	1322
158	1056
180	814
193	690
201	617
214	509
227	404
262	310
275	282
288	251
309	175
331	158
344	109
357	114
392	94
400	75
413	73
426	47
439	46
461	52
474	37
487	45
508	40
530	27
543	26
556	28
569	28
591	21
612	25
625	27
638	20
660	16
673	26
686	17
699	14
707	20
742	17
755	20
768	7
790	9
811	12
824	9
837	10
872	4
885	9
898	12
906	7
919	4
941	9
954	2
967	6
1021	5
1034	4
1047	1
1082	3
1095	3
1103	5
1116	3
1129	1
1151	4
1164	2
1177	2
1220	3
1233	2
1246	6
1259	3
1281	4
1294	3
1302	1
1315	3
1328	3
1350	2
1363	2
1376	2
1432	1
1445	1
1458	2
1480	1
1493	4
1501	3
1527	2
1588	3
1609	2
1644	3
1657	3
1692	2
1700	1
1713	3
1761	1
1787	1
1830	1
1843	1
1856	2
1869	1
1891	1
1912	1
1960	1
1973	1
1986	2
2018	1
2053	1
2079	3
2148	1
2183	2
2217	1
2252	1
2395	1
2464	1
2732	1
2992	1
3379	1
3448	1
4311	1
4817	1
22	80052
35	36503
48	18922
70	8048
83	5455
96	3939
104	3205
117	2328
152	1203
165	961
178	759
221	473
234	435
247	332
282	246
295	215
303	204
316	162
329	169
351	130
364	121
377	91
420	59
433	55
446	50
459	41
481	40
494	36
502	28
515	35
528	35
550	32
563	24
576	25
589	22
632	21
645	16
658	13
680	17
693	14
701	24
714	19
727	12
762	19
775	9
788	7
809	12
831	12
844	9
857	9
892	8
900	6
913	5
926	10
939	5
961	4
974	6
987	7
1006	5
1019	7
1041	3
1054	3
1067	4
1110	5
1123	4
1136	4
1149	6
1171	2
1184	3
1205	5
1218	3
1240	1
1253	4
1266	2
1322	2
1335	3
1348	1
1370	2
1383	2
1396	2
1452	1
1478	3
1521	1
1534	2
1547	3
1582	2
1595	2
1603	1
1616	2
1629	4
1651	1
1677	2
1746	1
1759	1
1794	2
1815	1
1828	2
1863	1
1932	1
2086	1
2107	1
2155	1
2285	2
2471	1
2505	1
2553	1
2717	1
3044	1
3736	1
5164	1
5692	1
7	201193
42	25111
55	14010
68	8760
90	4576
111	2769
124	2131
137	1556
172	926
185	731
198	638
206	581
219	477
241	358
254	324
267	262
310	173
323	145
336	158
349	99
371	109
384	87
397	73
405	73
418	80
440	51
453	59
466	40
479	42
522	31
535	47
548	23
570	19
583	24
596	20
604	24
617	19
652	18
665	11
678	17
721	17
734	17
747	12
782	17
795	8
803	5
816	10
829	11
851	12
864	9
877	8
920	11
933	5
946	3
959	6
981	4
994	4
1000	7
1013	3
1026	6
1039	4
1061	8
1074	3
1087	4
1108	3
1130	3
1143	4
1169	3
1191	3
1212	1
1225	7
1238	4
1260	4
1273	1
1286	4
1299	2
1307	1
1342	1
1355	1
1437	1
1472	2
1498	1
1519	1
1541	4
1554	3
1567	1
1610	1
1636	1
1649	1
1671	1
1684	1
1697	2
1705	1
1718	1
1753	2
1766	1
1835	1
1904	1
1917	2
1978	1
2114	1
2127	1
2162	1
2209	1
2244	1
2257	2
2292	1
2313	1
2374	1
2430	1
2456	1
2512	1
2607	1
2711	2
2798	1
2971	1
2984	1
2997	1
3289	1
4165	1
5054	1
5197	1
5348	1
1	869993
14	145958
27	58612
62	10746
75	6866
88	4708
109	2765
131	1927
144	1336
157	1128
192	680
200	620
213	565
226	448
239	388
261	299
274	266
287	222
308	179
330	154
343	129
356	122
369	121
391	66
412	69
425	70
438	72
460	46
473	42
486	49
499	44
507	33
542	31
555	33
568	22
590	24
611	13
624	17
637	21
672	18
685	18
698	15
706	12
719	15
741	13
754	11
767	7
810	8
823	15
836	5
849	9
871	9
884	1
897	7
905	6
918	6
940	8
953	5
966	5
979	8
1020	2
1033	4
1059	2
1081	7
1094	2
1102	4
1115	6
1128	2
1150	3
1176	4
1232	2
1245	4
1280	4
1293	1
1301	1
1327	1
1362	3
1375	3
1388	2
1409	3
1457	3
1492	2
1513	2
1526	3
1539	1
1561	1
1574	4
1608	2
1630	1
1643	1
1656	1
1760	1
1773	1
1868	1
1890	1
1937	1
2004	3
2264	1
2333	2
2346	1
2463	1
2476	1
2688	1
2887	1
3049	1
3166	1
3789	1
4007	1
4172	1
21	86038
34	39023
47	19603
82	5611
95	3883
103	3238
116	2438
129	1972
151	1271
164	1022
177	827
220	473
233	425
246	390
259	319
281	223
294	204
302	191
315	162
328	161
350	130
363	103
376	83
389	75
432	65
445	68
458	59
480	50
493	37
501	41
514	42
527	38
562	34
575	26
588	27
609	24
631	21
644	20
657	9
692	19
700	16
713	16
726	14
739	15
761	13
774	13
787	13
808	12
830	5
843	8
856	7
869	10
891	7
912	10
925	4
938	4
960	7
973	3
986	6
999	3
1005	7
1018	2
1040	7
1053	6
1066	4
1079	6
1122	4
1135	3
1148	2
1170	3
1183	5
1196	2
1204	1
1217	2
1252	4
1265	3
1278	3
1321	3
1334	2
1347	1
1382	1
1416	3
1464	1
1520	1
1533	1
1546	1
1559	4
1581	2
1594	1
1602	1
1615	3
1628	2
1663	2
1676	1
1745	2
1758	3
1780	2
1801	1
1814	1
1827	1
1909	2
1931	1
1957	2
2011	1
2024	1
2072	1
2098	1
2167	1
2249	1
2305	1
2340	1
2448	1
2552	1
3030	1
3160	1
3242	1
3995	1
4356	1
4590	1
4706	1
5855	1
6	193050
19	97760
41	26173
54	14613
67	9066
110	2900
123	2110
136	1703
149	1294
171	889
184	782
197	608
205	553
218	502
240	396
253	329
266	280
279	249
322	164
335	144
348	141
370	121
383	90
396	90
404	67
417	74
452	45
465	56
478	53
521	47
534	32
547	23
582	19
595	24
603	17
616	20
629	15
651	13
664	16
677	18
720	10
733	10
746	12
759	20
781	10
794	11
802	9
815	6
828	7
850	6
863	10
876	8
889	7
932	7
945	7
958	4
980	2
993	4
1012	3
1025	1
1038	2
1060	2
1073	3
1086	5
1099	5
1107	3
1142	4
1155	7
1190	2
1211	2
1224	8
1237	1
1272	2
1285	2
1298	2
1306	1
1319	2
1341	3
1354	3
1367	5
1410	2
1423	1
1436	1
1449	1
1471	2
1497	4
1505	1
1518	1
1553	2
1566	3
1635	1
1670	1
1696	1
1704	1
1752	2
1765	1
1778	1
1847	1
1895	2
1916	1
1929	1
1951	1
1977	2
2044	1
2100	1
2126	1
2139	1
2174	1
2187	1
2269	1
2338	1
2373	1
2407	1
2572	1
2784	1
2805	1
2818	1
3015	1
3076	1
3089	1
3426	1
3487	1
3625	1
4700	1
5875	1
13	211048
26	62577
39	29248
61	11151
74	7043
87	4856
108	2911
130	1987
143	1464
156	1082
169	903
191	653
212	533
225	418
238	397
260	291
273	260
286	234
299	207
307	178
342	108
355	132
368	98
390	81
411	68
424	70
437	60
472	49
485	47
498	46
506	41
519	30
541	26
554	34
567	19
610	20
623	20
636	14
649	17
671	18
684	15
697	8
705	17
718	17
740	15
753	8
766	10
779	17
822	7
835	8
848	3
870	8
883	5
896	5
904	8
917	6
952	5
965	7
978	4
1032	5
1045	2
1058	3
1080	3
1093	3
1101	8
1114	3
1127	4
1162	5
1175	5
1188	3
1209	4
1231	3
1257	5
1300	3
1313	3
1326	3
1339	1
1361	1
1408	1
1430	2
1443	2
1456	1
1469	2
1525	3
1560	1
1573	1
1586	2
1599	1
1607	2
1642	5
1655	2
1711	2
1724	1
1737	1
1785	1
1798	3
1841	3
1854	1
1936	1
1949	2
1997	3
2029	1
2215	1
2228	2
2427	1
2475	1
2544	1
2639	1
2860	2
2907	1
3165	2
3178	1
3589	1
4123	1
4465	1
5518	1
7132	1
20	91767
33	41568
46	20572
59	12156
81	5847
94	4024
102	3331
115	2564
128	2023
150	1228
163	1034
176	835
189	708
232	414
245	414
258	299
280	222
293	235
301	230
314	177
327	158
362	121
375	94
388	89
409	84
431	62
444	53
457	50
492	30
500	37
513	24
526	38
539	33
561	26
574	31
587	16
608	15
630	23
643	20
656	17
669	13
691	14
712	8
725	21
738	14
760	10
773	14
786	8
799	7
807	8
842	10
855	4
868	10
890	12
911	8
937	7
972	2
985	7
998	5
1004	4
1017	5
1052	6
1065	4
1078	5
1121	1
1134	3
1147	2
1182	2
1195	3
1203	6
1216	2
1229	1
1251	2
1264	2
1277	3
1320	4
1333	1
1346	3
1359	1
1381	3
1394	2
1402	3
1415	2
1450	3
1532	3
1580	2
1593	2
1601	2
1614	2
1627	1
1662	1
1675	2
1688	2
1709	1
1744	1
1800	1
1813	1
1839	1
1861	1
1874	1
1908	2
1930	1
2023	1
2118	2
2140	2
2153	1
2179	1
2235	1
2317	1
2495	1
2681	1
2694	1
2728	1
2776	1
2901	1
3068	1
3198	1
3206	1
3219	1
3371	1
3522	1
3596	1
3734	1
3851	1
3981	1
4108	1
4342	1
5573	1
5	191640
18	104479
40	27655
53	15089
66	9277
79	6204
122	2139
135	1675
148	1337
170	911
183	767
196	611
204	571
217	515
252	301
265	272
278	227
321	146
334	149
347	145
382	103
395	77
403	84
416	65
429	62
451	48
464	53
477	44
520	47
533	31
546	33
559	36
581	30
594	21
602	21
615	21
628	16
650	17
663	22
676	17
689	12
732	15
745	18
758	13
780	9
793	8
801	13
814	8
827	7
862	2
875	8
888	6
909	5
931	9
944	6
957	7
992	4
1011	5
1024	5
1037	4
1072	2
1085	4
1098	4
1106	3
1119	3
1141	3
1154	4
1167	3
1210	3
1223	3
1236	2
1249	1
1271	4
1305	1
1318	5
1340	3
1353	1
1366	1
1379	1
1422	4
1435	2
1470	2
1496	2
1504	1
1552	1
1621	1
1634	2
1647	1
1682	2
1729	1
1751	1
1764	1
1833	1
1846	1
1881	1
1928	2
1963	1
2008	1
2030	3
2091	1
2173	1
2255	2
2372	1
2398	1
2406	1
2441	1
2536	1
2549	1
2571	1
2584	1
2597	1
2605	1
2653	1
2679	1
2804	1
2934	2
2995	1
3027	1
3391	1
4059	1
5839	1
12	178481
25	66873
38	30612
60	11525
73	7350
86	4866
99	3600
107	2907
142	1378
155	1176
168	934
190	705
211	543
224	451
237	399
272	294
285	238
298	222
306	190
319	152
341	130
354	132
367	107
410	78
423	49
436	58
449	61
471	49
484	49
497	41
505	37
518	34
540	32
553	28
566	31
579	21
622	23
635	20
648	15
670	17
683	16
696	26
704	14
717	15
752	14
765	8
778	11
821	12
834	4
847	10
882	5
895	7
903	5
916	7
929	9
951	7
964	1
977	8
1009	4
1031	12
1044	1
1057	4
1092	2
1100	7
1113	4
1126	5
1139	6
1161	2
1174	2
1187	3
1208	2
1230	3
1243	2
1269	4
1291	3
1325	5
1338	4
1386	3
1399	3
1407	2
1442	1
1455	2
1524	2
1537	1
1572	2
1585	1
1598	1
1619	2
1641	3
1667	2
1736	2
1749	1
1771	1
1818	1
1853	2
1879	2
1983	1
1996	2
2028	2
2063	1
2076	1
2089	1
2132	1
2158	1
2180	1
2193	1
2201	1
2214	2
2262	1
2400	1
2530	1
2699	1
2707	1
2755	1
2790	1
2954	1
3259	1
3281	1
3575	1
3644	1
4416	1
32	44474
45	21350
58	12652
80	5978
93	4125
101	3550
114	2538
127	1986
162	1051
175	785
188	679
209	542
231	447
244	396
257	317
292	212
300	211
313	153
326	164
339	152
361	113
374	101
387	83
408	66
430	49
443	64
456	60
469	59
491	38
512	31
525	33
538	24
560	23
573	26
586	23
599	24
607	15
642	23
655	18
668	16
690	23
711	17
724	18
737	15
772	19
785	10
798	7
806	5
819	14
841	11
854	9
867	8
910	4
923	9
936	5
949	7
971	6
984	5
997	1
1003	5
1016	6
1029	7
1051	2
1064	2
1077	5
1120	6
1133	3
1146	4
1159	5
1181	3
1202	2
1215	4
1228	1
1250	5
1263	2
1276	5
1289	4
1332	3
1345	2
1380	2
1393	3
1401	3
1427	1
1462	1
1475	2
1488	3
1509	1
1531	1
1544	1
1592	2
1600	1
1613	1
1639	1
1687	1
1708	1
1730	1
1756	1
1812	3
1825	1
1838	1
1860	2
1873	1
1990	2
2070	1
2083	2
2165	1
2221	1
2316	1
2494	1
2528	1
2645	2
2693	2
2762	1
2788	1
2961	1
3478	1
4073	1
5399	1
5598	1
4	174474
17	113188
52	15714
65	9784
78	6257
121	2143
134	1725
147	1306
182	761
195	665
203	597
216	512
229	425
251	328
264	337
277	257
320	152
333	148
346	131
359	110
381	80
394	91
402	85
415	72
428	53
450	60
463	57
476	37
489	41
532	26
545	26
558	26
580	32
593	29
601	29
614	16
627	13
662	23
675	14
688	13
709	14
731	17
744	16
757	16
792	11
800	11
813	9
826	10
839	9
861	6
874	6
887	6
908	9
930	7
943	5
956	6
969	4
991	4
1010	5
1023	5
1036	5
1049	5
1071	4
1084	7
1097	2
1105	1
1118	3
1140	5
1166	3
1179	2
1222	1
1235	3
1248	3
1270	3
1283	3
1304	1
1317	2
1365	3
1421	2
1434	1
1447	2
1482	1
1495	2
1503	3
1529	2
1551	2
1564	1
1577	1
1620	1
1633	1
1715	2
1728	1
1750	1
1763	2
1832	1
1845	1
1858	1
1880	1
1975	1
1988	1
2007	1
2042	1
2206	1
2219	1
2241	1
2267	1
2384	1
2397	1
2479	1
2548	1
2604	1
2617	1
2665	1
2933	1
3074	1
3342	1
3506	1
3835	1
4058	1
4093	1
11	186724
24	70876
37	32495
72	7517
85	5135
98	3756
106	2984
119	2210
141	1494
154	1174
167	964
210	493
223	487
236	365
249	347
271	266
284	255
297	216
305	206
318	166
340	127
353	115
366	115
379	89
422	64
435	44
448	52
470	45
483	61
496	49
504	43
517	37
552	31
565	23
578	25
621	17
634	23
647	25
682	20
695	11
703	16
716	15
729	14
751	10
764	4
777	9
820	8
833	3
846	7
859	9
881	4
894	5
902	6
915	9
928	3
950	4
963	5
976	7
989	3
1008	3
1030	2
1043	4
1056	1
1069	6
1091	1
1112	2
1125	3
1138	8
1160	3
1173	4
1186	5
1199	2
1207	2
1242	4
1255	3
1268	5
1290	1
1311	1
1324	4
1337	2
1372	2
1385	2
1398	1
1406	3
1419	3
1441	1
1454	1
1467	3
1510	4
1523	1
1549	1
1571	2
1584	1
1597	1
1605	1
1618	4
1640	2
1653	1
1666	1
1722	1
1748	1
1796	2
1817	1
1878	1
1982	1
1995	1
2014	1
2131	1
2213	1
2287	1
2330	1
2356	1
2590	1
2637	1
2897	1
3115	2
3280	1
3574	1
3608	1
4065	1
4195	1
4558	1
9	215577
31	46219
44	22626
57	12718
92	4346
100	3657
113	2549
126	2031
139	1513
161	1045
174	841
187	719
208	564
230	438
243	364
256	305
269	250
291	239
312	180
325	143
338	126
360	128
373	102
386	92
399	84
407	69
442	55
455	49
468	66
490	28
511	41
524	26
537	35
572	18
585	28
598	22
606	25
619	21
641	17
654	14
667	14
710	16
723	14
736	17
749	16
771	8
784	13
797	6
805	14
818	7
840	5
853	12
866	6
879	10
922	5
935	8
948	4
970	6
983	3
996	4
1002	8
1015	5
1028	4
1050	3
1063	3
1076	5
1089	6
1132	7
1145	2
1158	2
1180	3
1193	2
1201	5
1214	4
1227	3
1262	2
1275	4
1309	1
1331	3
1344	6
1357	2
1392	1
1400	1
1413	3
1426	2
1439	2
1461	1
1474	2
1487	2
1530	3
1543	1
1569	1
1612	1
1625	2
1660	1
1673	2
1699	1
1707	3
1768	1
1811	1
1898	1
1906	2
1919	2
1941	1
1967	2
2082	1
2103	1
2116	1
2151	1
2233	1
2246	1
2259	1
2328	1
2363	1
2376	1
2458	1
2501	1
2562	1
2700	1
2739	1
2856	1
2960	1
2999	1
3018	1
3196	1
3278	1
3334	1
3581	1
4210	1
5597	1
3	160376
16	122792
29	51875
51	16724
64	10249
77	6510
120	2197
133	1715
146	1371
159	1129
181	853
194	676
202	603
215	494
228	423
250	340
263	285
276	224
289	235
332	154
345	112
358	117
380	88
393	69
401	73
414	72
427	66
462	57
475	37
488	33
509	33
531	24
544	31
557	30
592	18
600	17
613	24
626	21
639	19
661	14
674	16
687	20
708	15
730	11
743	10
756	19
769	10
791	8
812	11
825	9
838	7
860	7
873	5
886	7
899	4
907	9
942	4
955	3
968	6
990	4
1022	10
1035	3
1048	4
1070	4
1083	3
1096	4
1104	2
1117	2
1152	3
1165	4
1221	5
1234	2
1247	2
1282	1
1295	4
1303	3
1329	1
1351	4
1364	2
1377	3
1433	1
1446	2
1459	2
1494	1
1502	3
1515	4
1528	1
1563	1
1576	1
1589	1
1632	1
1645	1
1658	1
1680	1
1693	1
1701	1
1727	1
1809	2
1831	1
1844	2
1857	1
1892	1
1900	1
1926	1
1939	2
1974	1
1987	1
2019	1
2041	1
2054	1
2067	2
2136	2
2149	1
2197	1
2370	1
2383	1
2452	1
2478	1
2595	1
2603	1
2629	1
2746	1
2932	1
3237	1
3319	1
3566	1
4161	1
4468	1
4537	1
4606	1
5344	1
5530	1
10	193438
23	75382
36	33887
49	17985
71	7760
84	5195
97	3737
105	3069
118	2385
140	1483
153	1248
166	947
179	843
222	478
235	372
248	345
270	276
283	230
296	209
304	206
317	170
352	112
365	107
378	111
421	61
434	50
447	53
482	52
495	35
503	26
516	29
529	36
551	28
564	27
577	25
620	24
633	21
646	21
659	18
681	19
694	18
702	10
715	13
728	15
750	14
763	8
776	11
789	9
832	6
845	11
858	5
880	5
